cod_marca;cod_modelo;nome_modelo;ultimo_ano
13;287;BX 1.6S 16V;1993
13;288;BX GTi 1.9;1993
13;6835;C3 Attra/Origine Pack 1.5 Flex 8V 5p Mec;2017
13;6153;C3 Excl. 1.6 VTi Flex Start 16V 5p Mec.;2015
13;4761;C3 Excl./Excl.Solar./Sonora 1.6 Flex Aut;2012
13;289;C3 Exclus./Excl.Solaris 1.6 Flex 16V Mec;2011
13;4315;C3 Exclusive 1.4 Flex 8V 5p;2012
13;6772;C3 Exclusive 1.5 Flex 8V 5p Mec.;2016
13;290;C3 GLX 1.4/ GLX Sonora 1.4 Flex 8V 5p;2012
13;4762;C3 GLX 1.6 Flex 16V 5p  Aut.;2010
13;291;C3 GLX 1.6/ 1.6 Flex 16V 5p;2010
13;292;C3 Ocimar Versolato 1.6 16V 110cv 5p;2005
13;6154;C3 Origine 1.5 Flex 8V 5p Mec.;2017
13;5611;C3 Picasso Excl. 1.6 Flex 16V 5p Aut.;2015
13;5551;C3 Picasso Exclusive 1.6 Flex 16V 5p Mec;2015
13;6092;C3 Picasso GL 1.5 Flex 8V Mec.;2014
13;5552;C3 Picasso GL 1.6 Flex 16V 5p Mec.;2012
13;6093;C3 Picasso GLX 1.5 Flex 8V 5p Mec.;2014
13;5612;C3 Picasso GLX 1.6 Flex 16V 5p Aut.;2014
13;5553;C3 Picasso GLX 1.6 Flex 16V 5p Mec.;2012
13;6773;C3 Picasso Origine 1.5 Flex 8V Mec.;2015
13;6774;C3 Picasso Tendance 1.5 Flex 8V 5p Mec.;2015
13;6775;C3 Picasso Tendance 1.6 Flex 16V 5p Aut.;2015
13;7730;C3 Style Ed. Pure Tech 1.2 Flex 12V Mec.;2017
13;7731;C3 Style Edition 1.6 Flex 16V Aut.;2017
13;6155;C3 Tendance 1.5 Flex 8V 5p Mec.;2017
13;6777;C3 X-BOX ONE 1.6 VTi Flex 16V 5p Mec.;2014
13;4302;C3 XTR 1.4 Flex 8V 5p;2012
13;4054;C3 XTR 1.6 Flex 16V 5p;2011
13;6574;C4 Competition 1.6 Flex 16V 5p Mec.;2014
13;6559;C4 Competition 2.0 Flex 16V 5p Aut.;2014
13;4888;C4 Excl./Excl. Solar. 2.0 Flex 16V Mec.;2013
13;4845;C4 Excl.2.0/2.0 Solaris Flex 16V 5p Aut.;2014
13;4846;C4 GLX 1.6 Flex 16V 5p Mec.;2013
13;4847;C4 GLX 2.0 Flex 16V 5p Aut.;2013
13;4889;C4 GLX 2.0 Flex 16V 5p Mec.;2010
13;6575;C4 LOUNGE Exclusive 1.6 Turbo 4p Aut.;2015
13;6576;C4 LOUNGE Exclusive 2.0 Flex 4p Aut.;2015
13;7658;C4 LOUNGE Orig.Business 1.6 TB Flex Aut.;2017
13;7685;C4 LOUNGE Origine 1.6 Turbo Flex Mec.;2017
13;7370;C4 LOUNGE Origine 2.0 Flex 4p Aut.;2016
13;6577;C4 LOUNGE Origine 2.0 Flex 4p Mec.;2015
13;6884;C4 LOUNGE Tendance 1.6 Turbo 4p Aut;2015
13;6578;C4 LOUNGE Tendance 2.0 Flex 4p Aut.;2016
13;6579;C4 LOUNGE Tendance 2.0 Flex 4p Mec.;2016
13;4397;C4 PAL.Excl/Excl(Tech.) 2.0/2.0 Flex Aut;2013
13;4398;C4 PALLAS Exclusive 2.0/2.0 Flex 16V Mec;2010
13;4399;C4 PALLAS GLX 2.0/ 2.0 Flex Aut.;2013
13;4400;C4 PALLAS GLX 2.0/2.0 Flex 16V Mec.;2013
13;4667;C4 Picasso Grand 2.0 16V 143cv Aut;2014
13;4824;C4 Picasso/Pic. La Luna 2.0 16V  Aut.;2014
13;6580;C4 Rock You 1.6 Flex 16V 5p Mec.;2014
13;6737;C4 Tendance 1.6 Flex 16V 5p Mec.;2014
13;6738;C4 Tendance 2.0 Flex 16V 5p Aut.;2014
13;4159;C4 VTR 2.0 16V 143cv;2009
13;293;C5 3.0 24V 210cv 4p Aut.;2008
13;294;C5 Exclusive 2.0 16V 138cv 4p Mec.;2003
13;295;C5 Exclusive 2.0 16V 4p Aut.;2012
13;296;C5 Exclusive Break 2.0 16V 138cv 5p Mec.;2002
13;297;C5 Exclusive Break 2.0 16V Aut.;2008
13;4937;C5 Tourer Exclusive 2.0 16V 5p Aut.;2012
13;4328;C6 Exclusive 3.0 V6 24V 215cv Aut.;2008
13;298;C8 Exclusive 2.0 16V 138cv 5p Aut.;2005
13;6050;DS3 1.6 Turbo 16V 3p Mec.;2014
13;7067;DS3 Sport Chic 1.6 TB 16V 3p Mec.;2017
13;7068;DS4 1.6 Chic Turbo 16V 5p Aut.;2016
13;7069;DS4 1.6 So Chic Turbo 16V 5p Aut.;2016
13;6347;DS4 1.6 Turbo 16V 5p Aut.;2014
13;7095;DS5 1.6 Be Chic Turbo 16V 5p Aut.;2016
13;6295;DS5 1.6 Turbo 16V 5p Aut.;2014
13;299;Evasion  GLX 2.0 16V;2001
13;300;Evasion VSX Turbo;1997
13;5103;Jumper 2.3 15/16Lug. TB Diesel;2017
13;5140;Jumper 2.3 Furgão TB Diesel;2017
13;5659;Jumper 2.3 Vetrato Exec. 16Lug. TB Dies.;2015
13;5411;Jumper 2.3 Vetrato TB Diesel;2016
13;301;Jumper 2.5 Diesel;1998
13;302;Jumper 2.8 16Lug.  Diesel;2009
13;303;Jumper 2.8 Furgão 35C Diesel;2000
13;304;Jumper 2.8 Furgão 35MH Diesel;2005
13;305;Xantia 2.0  16V;1997
13;306;Xantia Activa 2.0;1997
13;307;Xantia Activa 2.0 TB;1997
13;308;Xantia Activa 3.0 V6 Mec;1999
13;309;Xantia Break 2.0 8V/GLX 2.0 16V Aut;2001
13;310;Xantia Break GLX 2.0 16V Mec.;2001
13;311;Xantia Exclusive 2.0 16V;2000
13;312;Xantia Exclusive 3.0 V6;2000
13;313;Xantia GLX 2.0 16V Aut.;2001
13;314;Xantia GLX 2.0 16V Mec.;2002
13;315;Xantia SX 1.8;1999
13;316;Xantia SX 2.0 8V/16V Mec./Aut.;1998
13;317;Xantia VSX 2.0;1998
13;318;Xantia VSX 2.0 16V;1998
13;319;XM Exclusive 12v;1997
13;320;XM Exclusive 24V;2000
13;321;XM Exclusive Break;1995
13;322;XM Sensation 2.0 TB;1995
13;323;Xsara Break Exclusive 1.6 16V 5p Aut.;2001
13;324;Xsara Break Exclusive 1.6 16V 5p Mec.;2001
13;325;Xsara Break Exclusive 1.8 16V;2001
13;326;Xsara Break Exclusive 2.0 16V;2003
13;327;Xsara Break GLX 1.6 16V 5p Aut.;2003
13;328;Xsara Break GLX 1.6 16V 5p Mec.;2003
13;329;Xsara Break GLX 1.8 16V;2001
13;330;Xsara Break GLX/ Paris 2.0 16V;2003
13;331;Xsara Exclusive 1.6 16V 5p Aut.;2001
13;332;Xsara Exclusive 1.6 16V 5p Mec.;2001
13;333;Xsara Exclusive 1.8 8V/16V 5p Aut.;2000
13;334;Xsara Exclusive 1.8 8V/16V 5p Mec.;2001
13;335;Xsara Exclusive 2.0 16V;2003
13;336;Xsara GLX 1.6 16V 3p;2003
13;337;Xsara GLX 1.6 16V 5p Aut.;2003
13;338;Xsara GLX 1.6 16V 5p Mec.;2003
13;339;Xsara GLX 1.8 16V 5p Mec.;2001
13;340;Xsara GLX 1.8 16V Cupê Mec.;2001
13;341;Xsara GLX 1.8 8V 5p Aut.;1999
13;342;Xsara GLX 1.8 8V Cupê Aut.;1999
13;343;Xsara GLX/ Paris 2.0 16V;2001
13;344;Xsara Picasso Exc./Etoile 2.0 16V Mec.;2010
13;3930;Xsara Picasso Exclus. 1.6/ 1.6 Flex 16V;2012
13;345;Xsara Picasso Exclusive 2.0 16V Aut.;2011
13;347;Xsara Picasso GLX 1.6/ 1.6 Flex 16V;2012
13;348;Xsara Picasso GLX 2.0 16V  Aut.;2010
13;346;Xsara Picasso GLX/Brasil/Etoile 2.0 Mec.;2010
13;349;Xsara VTS 1.6 16V 3p;2002
13;350;Xsara VTS 1.8 16V;2001
13;351;Xsara VTS 2.0  16V Cupê Mec.;2002
13;352;ZX Cupê 16V;1998
13;353;ZX Dakar 2.0 16V;1997
13;354;ZX Furio;1998
13;355;ZX Paris 1.8;1998
13;356;ZX Volcane 3p e 5p;1998
14;357;CL-244 2.8 132cv 4x4 TB Int. Diesel;2006
14;3964;CL-330 2.8 132cv 4x4 TB Int. Diesel;2006
15;358;Espero 2.0;1995
15;359;Espero CD / DLX 2.0;1997
15;360;Lanos Hatch SX 1.6 16V;1999
15;361;Lanos SX 1.6 16V;1999
15;362;Lanos SX 1.6 16V Aut.;2001
15;363;Leganza CDX 2.0 16V Aut.;1999
15;364;Leganza CDX 2.0 16V Mec.;1999
15;365;Nubira CDX 2.0 16V Aut.;1999
15;366;Nubira CDX 2.0 16V Mec.;1999
15;367;Nubira SW CDX 2.0 16V Aut.;1999
15;368;Nubira SW CDX 2.0 16V Mec.;1999
15;369;Prince Ace 2.0;1995
15;370;Racer GTi 1.5 16V;1995
15;371;Super Salon Ace;1995
15;372;Tico;1995
16;373;Applause 1.6 16V;1995
16;374;Applause DLX 1.6 16V;1995
16;375;Charade CX/TS 1.0;1995
16;377;Charade Sedan 1.3i 16V;1995
16;376;Charade Sedan 1.5/DLX 1.3;1995
16;378;Charade TS/TSi 1.3/LSi 1.5 16V;1995
16;379;Charade TX 1.3 16V;1995
16;380;Cuore 0/TS0 85i;1999
16;381;Cuore CS/CSL;1998
16;382;Cuore TS/TSL;1997
16;383;Feroza DX 1.6 16V;1995
16;384;Feroza SX 1.6i 16V;1997
16;385;Gran Move 1.5/1.6 16V;1999
16;386;Move Van;1997
16;387;Terios 1.3 16V;1999
17;388;Avenger ES 2.0/2.5 16V;1995
17;389;Dakota 2.5;2001
17;390;Dakota Club 2.5;1995
17;391;Dakota Durango 5.9 4x4 V8;2000
17;392;Dakota Durango SLT 5.2 4x4 V8;2000
17;394;Dakota RT 5.2 Aut.;2001
17;395;Dakota RT 5.2 CE Aut.;2001
17;396;Dakota Sport 2.5 4x4;1995
17;397;Dakota Sport 2.5 CD Diesel;2001
17;398;Dakota Sport 2.5 Diesel;2001
17;399;Dakota Sport 3.9 V6;2001
17;400;Dakota Sport 3.9 V6 CD Aut.;2001
17;401;Dakota Sport 3.9 V6 CD Mec.;2001
17;402;Dakota Sport 5.2 V8;2000
17;403;Dakota Sport 5.2 V8 CD Aut.;2001
17;404;Dakota Sport CE 2.5 Diesel;2001
17;405;Dakota Sport CE 3.9 V6;2001
17;6316;Durango Citadel 3.6 24V 4x4 Aut.;2013
17;6317;Durango Crew 3.6 24V 4x4 Aut.;2013
17;7131;Durango Limited 3.6 24V 4x4 Aut.;2015
17;393;Intrepid 3.3 V6;1993
17;6953;JOURNEY Crossroad 3.6 V6 Aut.;2015
17;5238;JOURNEY RT 2.7 V6 185cv Aut.;2011
17;6954;JOURNEY RT 3.6 AWD V6 Aut.;2016
17;5270;JOURNEY SE 2.7 V6 185cv Aut.;2010
17;4732;JOURNEY SXT 2.7 V6 185cv Aut.;2011
17;5694;JOURNEY SXT 3.6 V6 Aut.;2015
17;406;Ram 2500 H.DUTY 5.9 SLT 24V CD 4x4 Dies.;2009
17;3931;Ram 2500 H.DUTY 5.9 SLT TDI CS 4x4 Dies.;2009
17;5924;Ram 2500 LARAMIE 6.7 TDI CD 4x4 Dies;2012
17;5150;Ram 2500 TROPIVAN 5.9 SLT Exec.TDI Dies.;2010
17;4575;Ram 2500 TROPIVAN 5.9 SLT TDI 4x4 Dies.;2010
17;407;Ram Laramie 5.9 V8;1995
17;408;Ram Laramie/SLT 5.2 V8;1996
17;409;Ram Sport 5.9 V8;2001
17;410;Stealth 3.0 MPI;1994
147;4637;M-100 1.0 8V 5p;2012
147;5660;Plutus 3.2 8V 4x2 CD Turbo Diesel;2012
147;5661;Start Picape CD 1.0 8V 5p;2014
147;5662;Start Picape L 1.0 8V 2p;2014
147;5663;Start Van 1.0 8V 4p;2012
147;4638;ULC FURGÃO 1.0 8V 5p;2011
147;4639;ULC PICAPE 1.0 8V 2p;2012
147;5358;ULC PICAPE CD 1.0 8V 4p;2012
147;5359;ULC PICAPE Longa 1.0 8V 2p;2012
147;5360;ULC PICAPE Longa Bau 1.0 8V 2p;2011
147;4640;ULC VAN 1.0 8V 5p;2012
18;411;Engesa 4x4 2.5/4.1;1994
18;412;Engesa 4x4 4.0 Diesel;1994
19;413;Camper 2.5/GL/GLS/Master 4.1;1996
19;414;Camper 4x4 2.5 Diesel;1995
19;415;Camper GL/GLS 4x4 4.0 Diesel;1995
19;416;Master 4.0 Diesel;1996
20;417;348 GTS 3.4;1994
20;418;348 Spider 3.4;1994
20;419;348 TS/TB 3.4;1994
20;420;355 Berlinetta;1999
20;421;355 Berlinetta F1;1999
20;422;355 GTS;1999
20;423;355 GTS F1;1999
20;424;355 GTS Spider;2000
20;425;355 GTS Targa;1999
20;426;355 Spider F1;2000
20;427;360 Challenge Stradale;2004
20;428;360 Modena;2001
20;429;360 Modena F1;2004
20;430;360 Spider 400cv;2001
20;431;360 Spider F1 400cv;2005
20;432;456 GT;2001
20;433;456 GTA;2000
20;434;456 M-GT 5.5 V12;2001
20;7881;458 Speciale A;2015
20;435;550 Maranello;2001
20;436;575M Maranello F1 V12 515cv;2005
20;3932;612 Scaglietti F1 V12 540cv;2011
20;7179;California 3.9 Turbo F1 V8 560cv;2017
20;5058;California F1 V8 460cv/ California 30;2014
20;6463;F12 Berlinetta 740cv;2017
20;7788;F12 TDF 780cv;2017
20;3812;F430 F1;2009
20;4809;F430 SCUDERIA F1;2009
20;4055;F430 Spider F1;2009
20;6094;F458 Italia F1 4.5 V8 570cv;2015
20;6912;F458 Speciale F1 4.5 V8;2015
20;6156;F458 Spider F1 4.5 V8 570cv;2015
20;4289;F599 GTB Fiorano F1 6.0 V12 620cv;2012
20;6095;FF F1 6.3 V12 660cv;2016
21;437;147 C/ CL;1987
21;438;147 Furgão (todos);1987
21;439;147 Pick-Up (todas);1988
21;7097;500 ABARTH MULTIAIR 1.4 TB 16V 3p;2015
21;6885;500 Cabrio Dualogic Flex 1.4 8V;2017
21;6886;500 Cabrio Flex 1.4 8V Mec.;2015
21;6262;500 Cabrio/500 Coupe Gucci/Flex 1.4 Aut.;2015
21;5613;500 Cult 1.4 Flex 8V EVO Dualogic;2015
21;5614;500 Cult 1.4 Flex 8V EVO Mec.;2017
21;5059;500 LOUNGE 1.4 16V 100cv  Mec.;2010
21;5060;500 LOUNGE 1.4 16V 100cv Dualogic;2012
21;5615;500 Lounge Air 1.4/ 1.4 Flex 16V Aut.;2014
21;5061;500 SPORT 1.4 16V 100cv  Dualogic;2010
21;5062;500 SPORT 1.4 16V 100cv Mec.;2010
21;5616;500 Sport Air 1.4 16V/1.4 Flex 16V Aut.;2015
21;5617;500 Sport Air 1.4 16V/1.4 Flex Mec.;2014
21;440;Brava ELX  1.6 16V 4p;2003
21;441;Brava HGT 1.8 mpi 16V  4p;2003
21;442;Brava SX 1.6 16V 4p;2003
21;5446;Bravo ABSOLUTE 1.8 Flex 16V 5p;2012
21;5447;Bravo ABSOLUTE Dualogic 1.8 Flex 16V 5p;2014
21;7132;Bravo BlackMotion 1.8 Dualogic Flex 5p;2016
21;7133;Bravo BlackMotion 1.8 Flex 16v 5p;2016
21;5448;Bravo ESSENCE 1.8 Flex 16V 5p;2016
21;5449;Bravo ESSENCE Dualogic 1.8 Flex 16V 5p;2016
21;6051;Bravo SPORTING 1.8 Dualogic Flex 16V 5p;2016
21;6052;Bravo SPORTING 1.8 Flex 16V 5p;2016
21;443;Bravo SX 1.6;1999
21;5591;Bravo T-JET 1.4 16V Turbo 5p;2016
21;6515;Bravo WOLVERINE 1.8 Dualogic Flex 16V 5p;2014
21;6516;Bravo WOLVERINE 1.8 Flex 16V 5p;2014
21;444;Cinquecento 0.7;1995
21;445;Coupe 16V;1997
21;8518;CRONOS DRIVE 1.8 16V Flex Aut.;2021
21;8201;CRONOS DRIVE GSR 1.3 8V Flex;2020
21;8778;CRONOS HGT 1.8 16V Flex Aut.;2021
21;8202;CRONOS PRECISION 1.8 16V Flex Aut.;2021
21;8203;CRONOS PRECISION 1.8 16V Flex Mec.;2019
21;5104;Doblo  1.4 mpi Fire Flex  8V 4p;2011
21;5105;Doblo  Cargo 1.4 mpi Fire Flex 8V 3p;2016
21;6053;Doblo Adv. XINGU 1.8 Flex 16V 5p;2014
21;6054;Doblo Adv. XINGU LOCKER 1.8 Flex 16V 5p;2014
21;7503;Doblo Adv.Ext./Adv.Ext.Loc. 1.8 16V Flex;2016
21;3933;Doblo Adv/Adv TRYON/LOCKER 1.8 Flex;2020
21;446;Doblo Adventure/ Adv.ER 1.8 mpi 8V 103cv;2006
21;5535;Doblo ATTRACTIVE 1.4 Fire Flex 8V 5p;2016
21;447;Doblo Cargo 1.3 Fire 16V 4/5p;2006
21;448;Doblo Cargo 1.6 16V 4/5p;2003
21;449;Doblo Cargo 1.8 mpi 8V 103cv;2006
21;3934;Doblo Cargo 1.8 mpi Fire Flex 8V/16V 4p;2021
21;5106;Doblo ELX 1.4 mpi Fire Flex 8V 4p;2011
21;450;Doblo ELX 1.6 16V 4/5p;2003
21;451;Doblo ELX 1.8 mpi 8V 103cv;2006
21;3935;Doblo ELX 1.8 mpi 8V Flex;2010
21;5536;Doblo ESSENCE 1.8 Flex 16V 5p;2021
21;452;Doblo EX 1.3 Fire 16V 80cv 4/5p;2006
21;4097;Doblo HLX 1.8 mpi Flex 5p;2011
21;453;Ducato Cargo 2.8 Curto/Longo TB Diesel;2009
21;5022;Ducato Cargo Curto 2.3 ME Diesel;2017
21;5023;Ducato Cargo Longo 2.3 ME Diesel;2017
21;5024;Ducato Combinato 2.3 ME Diesel;2012
21;454;Ducato Combinato 2.8 Diesel;2000
21;455;Ducato Combinato 2.8 Turbo Diesel;2009
21;456;Ducato Furgão Maxi 2.8 Diesel;2000
21;5025;Ducato Maxi. Curta 2.3 T.Alto ME Diesel;2017
21;5026;Ducato Maxi. Long. 2.3 T.Alto ME Diesel;2017
21;457;Ducato MaxiCargo/Furgão Maxi 2.8 TB Dies;2009
21;8396;Ducato Minibus 2.3 16V Diesel;2019
21;5027;Ducato Minibus 2.3 ME Diesel;2017
21;5028;Ducato Minibus 2.3 T.Alto ME Diesel;2017
21;458;Ducato Minibus 2.8 Diesel;2000
21;459;Ducato Minibus 2.8 Turbo Diesel;2009
21;460;Ducato Mult/ Vetrato 2.8 T.Alto TB Dies.;2009
21;461;Ducato Mult/ Vetrato 2.8 T.Baixo TB Dies;2008
21;5029;Ducato Multi Long. 2.3 T.Alto ME Diesel;2017
21;462;Ducato Van 2.5  Diesel;1998
21;8398;Ducato Vip Bus 2.3 16V Diesel;2018
21;463;Ducato-10 Furgão 2.5 Diesel;1999
21;464;Ducato-15 2.8 Furgão TB Diesel;2002
21;465;Ducato-15 Furgão 2.8 Diesel;2000
21;466;Ducato-8 Furgão 2.5 Diesel;1999
21;467;Duna 1.6ie;1995
21;468;Elba 1.6i.e/Top/CSL/ 1.6i.e/1.5 2p e 4p;1996
21;469;Elba CS 1.6 / 1.5 /1.3;1992
21;470;Elba S 1.6/ 1.5ie / 1.5 / 1.3;1992
21;471;Elba Weekend 1.5 i.e. 2p e 4p;1996
21;473;Fiorino Furg.1.5/1.3/1.3 Fire/1.3 F.Flex;2013
21;472;Fiorino Furgão 1.0;1997
21;474;Fiorino Furgão 1.5 mpi / i.e.;2005
21;6662;Fiorino Furgão Celeb. EVO 1.4 Flex 8V 2p;2016
21;6663;Fiorino Furgão EVO 1.4 Flex 8V 2p;2021
21;7751;Fiorino Furgão Work. HARD 1.4 Flex 8V 2p;2021
21;475;Fiorino Pick-Up 1.0;1997
21;476;Fiorino Pick-Up 1.5 i.e./1.3/1.5/HD;1997
21;477;Fiorino Pick-Up LX (todas);1998
21;478;Fiorino Pick-Up Trekking 1.5 mpi / i.e.;1999
21;479;Fiorino Pick-Up Working 1.5 mpi / i.e.;1999
21;9208;Fiorino Working 1.4 Flex 8V 2p;2021
21;5618;FREEMONT EMOT./PRECISION 2.4 16V 5p Aut.;2016
21;9209;Grand Siena 1.0 EVO Flex 8V 4p;2021
21;9210;Grand Siena 1.4 EVO Flex 8V 4p;2021
21;5925;Grand Siena ATTRAC. 1.4 EVO F.Flex 8V;2021
21;7824;Grand Siena ATTRACTIVE 1.0 Flex 8V 4p;2021
21;6955;Grand Siena ESSEN. ITALIA Dual. 1.6 Flex;2015
21;6488;Grand Siena ESSEN.SUBLIME 1.6 Flex;2018
21;6489;Grand Siena ESSEN.SUBLIME Dual. 1.6 Flex;2018
21;5926;Grand Siena ESSENCE 1.6 Flex 16V;2018
21;5927;Grand Siena ESSENCE Dual. 1.6 Flex 16V;2018
21;6956;Grand Siena ESSENCE ITALIA 1.6 Flex 16V;2015
21;5928;Grand Siena TETRAFUEL 1.4 Evo F. Flex 8V;2016
21;7504;Idea A.Ext./A..Ext.Loc.Dual. 1.8 Flex 5p;2016
21;4966;Idea Adv./ Adv.LOCK.Dualogic 1.8 Flex 5p;2016
21;7505;Idea Adv.Ext./Adv.Ext. Loc. 1.8 Flex 5p;2016
21;4160;Idea Advent./ Adv.LOCKER 1.8 mpi Flex 5p;2016
21;5340;Idea ATTRACTIVE 1.4 Fire Flex 8V 5p;2016
21;480;Idea ELX 1.4 mpi Fire Flex 8V 5p;2010
21;4962;Idea ELX 1.8 mpi Flex 8V 5p;2010
21;5341;Idea ESSENCE 1.6 Flex 16V 5p;2016
21;5342;Idea ESSENCE Dualogic 1.6 Flex 16V 5p;2016
21;6711;Idea ESSENCE SUBLIME 1.6 Flex 16V 5p;2016
21;6712;Idea ESSENCE SUBLIME Dual.1.6 Flex16V 5p;2016
21;481;Idea HLX 1.8 mpi Flex 8V 5p;2010
21;5343;Idea SPORTING 1.8 Flex 16V 5p;2012
21;5344;Idea SPORTING Dualogic 1.8 Flex 16V 5p;2012
21;4748;LINEA 1.9/ HLX 1.9/ 1.8 Flex 16V 4p;2011
21;4750;LINEA 1.9/ HLX 1.9/1.8 Flex  Dualogic 4p;2011
21;4749;LINEA ABSOLUTE 1.9/1.8 Flex Dualogic 4p;2016
21;6581;LINEA ESSEN.SUBLIME 1.8 Flex 16V 4p;2014
21;6582;LINEA ESSEN.SUBLIME Dual.1.8 Flex 16V 4p;2014
21;5577;LINEA ESSENCE 1.8 Flex 16V 4p;2016
21;5578;LINEA ESSENCE Dualogic 1.8 Flex 16V 4p;2016
21;4921;LINEA LX 1.9/ 1.8 Flex 16V 4p;2011
21;4920;LINEA LX 1.9/ 1.8 Flex 16V Dualogic 4p;2011
21;4751;LINEA T-JET 1.4 16V Turbo 4p;2012
21;482;Marea City;2000
21;483;Marea ELX 1.8 mpi 16V 132cv 4p;2007
21;484;Marea ELX 2.0 20V 4p;2000
21;485;Marea ELX 2.4 mpi 20V 4p;2003
21;486;Marea HLX 2.0 20V 4p;2000
21;487;Marea HLX 2.4 mpi 20V 4p Aut.;2007
21;488;Marea HLX 2.4 mpi 20V 4p Mec.;2002
21;489;Marea SX 1.6 mpi 16V 106cv 4p;2007
21;490;Marea SX 1.8 16V 4p;2005
21;491;Marea SX 2.0 20V 4p;2000
21;492;Marea Turbo 2.0 20V 4p;2007
21;493;Marea Weekend City 4p;2000
21;494;Marea Weekend ELX 1.8 mpi 16V 132cv 4p;2007
21;495;Marea Weekend ELX 2.0 20V 4p;2000
21;496;Marea Weekend ELX 2.4 mpi 20V 4p;2003
21;497;Marea Weekend HLX 2.0 20V 4p;2000
21;498;Marea Weekend HLX 2.4 mpi 20V 4p Aut.;2007
21;499;Marea Weekend HLX 2.4 mpi 20V 4p Mec.;2003
21;500;Marea Weekend SX 1.6 mpi 16V 106cv 4p;2007
21;501;Marea Weekend SX 1.8 16V 4p;2005
21;502;Marea Weekend SX 2.0 20V 4p;2000
21;503;Marea Weekend Turbo 2.0 20V 4p;2007
21;7825;MOBI DRIVE 1.0 Flex 6V 5p;2020
21;7920;MOBI DRIVE GSR 1.0 Flex 6V 5p;2020
21;7538;MOBI EASY 1.0 Fire Flex 5p.;2022
21;8344;MOBI EASY COMFORT 1.0 Flex 5p.;2020
21;7539;MOBI EASY on 1.0 Fire Flex 5p.;2017
21;7541;MOBI LIKE ON 1.0 Fire Flex 5p.;2017
21;7612;MOBI WAY 1.0 Fire Flex 5p.;2020
21;7613;MOBI WAY on 1.0 Fire Flex 5p.;2017
21;504;Oggi;1985
21;4826;Palio 1.0 Cel. ECON./ITALIA F.Flex 8V 4p;2014
21;4825;Palio 1.0 Celebr. ECONOMY F.Flex 8V 2p;2014
21;4827;Palio 1.0 ECONOMY Fire Flex 8V 2p;2014
21;4828;Palio 1.0 ECONOMY Fire Flex 8V 4p;2014
21;505;Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 2p;2016
21;506;Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 4p;2017
21;507;Palio 1.5 mpi 8V 2p;2003
21;508;Palio 1.5 mpi 8V 4p;2003
21;509;Palio 1.6 mpi 16V 2p;2000
21;510;Palio 1.6 mpi 16V 4p;2000
21;4290;Palio 1.8R mpi Flex 8V 2p;2010
21;3883;Palio 1.8R mpi Flex 8V 4p;2010
21;7180;Palio ATTRA. Best Seller 1.0 EVO Flex 5p;2016
21;7181;Palio ATTRA. Best Seller 1.4 EVO Flex 5p;2016
21;5271;Palio ATTRA./ITÁLIA 1.4 EVO F.Flex 8V 5p;2017
21;5721;Palio ATTRACTIVE 1.0 EVO Fire Flex 8v 5p;2017
21;3965;Palio Celebration 1.0 Fire Flex 8V 2p;2016
21;3966;Palio Celebration 1.0 Fire Flex 8V 4p;2016
21;511;Palio City 1.0 4p;2000
21;512;Palio City 1.5/1.6 4p;2000
21;513;Palio CityMatic 1.0 mpi;2000
21;514;Palio ED 1.0 mpi 2p e 4p;1999
21;515;Palio EDX 1.0 mpi 2p;1999
21;516;Palio EDX 1.0 mpi 4p;1999
21;517;Palio EL 1.5 mpi 2p e 4p;2000
21;518;Palio EL 1.6 spi 2p e 4p;2000
21;521;Palio ELX 1.0 Fire/30 Anos F. Flex 8V 4p;2011
21;520;Palio ELX 1.0 mpi Fire 16v 4p (25 anos);2003
21;519;Palio ELX 1.0/ 1.0 Fire Flex 8V 2p;2011
21;522;Palio ELX 1.3 mpi  Fire 16V 4p;2003
21;523;Palio ELX 1.3 mpi Flex 8V 4p;2005
21;524;Palio ELX 1.4 Fire/30 Anos F. Flex 8V 4p;2010
21;525;Palio ELX 1.5 4p;2001
21;526;Palio ELX 1.6 4p;2000
21;527;Palio ELX 1.6 mpi 16v 4p;2003
21;528;Palio ELX 1.8/ 1.8 mpi Flex 8V 4p;2010
21;4967;Palio ELX Dualogic 1.8 mpi Flex 8V 4p;2010
21;529;Palio ELX/ 500 1.0 4p;2000
21;5293;Palio ESSENCE 1.6 Flex 16V 5p;2017
21;5294;Palio ESSENCE Dualogic 1.6 Flex 16V 5p;2017
21;530;Palio EX 1.0 mpi 2p;2000
21;531;Palio EX 1.0 mpi 4p;2000
21;533;Palio EX 1.0 mpi Fire 8v 4p;2003
21;532;Palio EX 1.0 mpi Fire/ Fire Flex 8v 2p;2008
21;534;Palio EX 1.3 mpi Fire 8V 67cv 2p;2004
21;535;Palio EX 1.3 mpi Fire 8V 67cv 4p;2003
21;536;Palio EX 1.8 mpi 8V 103cv 4p;2003
21;537;Palio EX Century 1.0 mpi Fire 16v 2p;2003
21;538;Palio EX Century 1.0 mpi Fire 16v 4p;2003
21;539;Palio HLX 1.8 mpi 8V 103cv 4p;2004
21;540;Palio HLX 1.8 mpi Flex 8V 4p;2007
21;7026;Palio Rua 1.0 Fire Flex 8V 5p;2015
