cod_marca;cod_modelo;nome_modelo;ultimo_ano
39;1675;Sprinter 312 Van Std 12lug. Diesel;2001
39;1676;Sprinter 312 Van Std 16lug. Diesel;2002
39;1677;Sprinter 312 Van Std Lotação 16lug. Dies;2001
39;1678;Sprinter 312 Van Street Luxo 15Lug.Dies.;2002
39;1679;Sprinter 312 Van Street Std. 15Lug.Dies.;2002
39;1680;Sprinter 312-D Chassi Diesel;2001
39;7706;Sprinter 313  Chassi Ex. Longo 2.2 Dies.;2019
39;1681;Sprinter 313 Chassi 2.2 129cv Diesel;2012
39;7707;Sprinter 313 Chassi Longo 2.2 Diesel;2019
39;1682;Sprinter 313 Furgão Curto 2.2 129cv Dies;2019
39;7708;Sprinter 313 Furgão Ex. Longo T. A. Die.;2019
39;1683;Sprinter 313 Furgão Longo 2.2 129cv Dies;2019
39;1684;Sprinter 313 Furgão Longo T. Alto Diesel;2019
39;1685;Sprinter 313 VAN Exec 2.2 Mec/S-Aut Dies;2012
39;1686;Sprinter 313 VAN Luxo 2.2 129cv 13L.Dies;2011
39;1687;Sprinter 313 VAN Luxo 2.2 129cv 16L Dies;2012
39;1688;Sprinter 313 VAN Std. 2.2 129cv 13L.Dies;2011
39;1689;Sprinter 313 VAN Std. 2.2 129cv 16L Dies;2006
39;1690;Sprinter 313 VAN Street Luxo 16L. Dies.;2012
39;1691;Sprinter 313 VAN Street Std. 16L. Dies.;2012
39;1692;Sprinter 412-D Chassi Diesel;2002
39;1693;Sprinter 413 Furgão Longo T.Alto Diesel;2012
39;4534;Sprinter 413 VAN Luxo 2.2 16 e 20L Dies;2012
39;1694;Sprinter 413-D Chassi Curto/Longo Diesel;2012
39;6179;Sprinter 415 Chassi L. 2.2 Diesel;2019
39;6180;Sprinter 415 Furgão Curto T.B. 2.2 Dies.;2019
39;6181;Sprinter 415 Furgão E.L.T.Alt. 2.2 Dies.;2019
39;6126;Sprinter 415 Furgão Lon.T.Alto 2.2 Dies;2019
39;6128;Sprinter 415 Furgão Lon.T.Bai. 2.2 Dies.;2019
39;6182;Sprinter 415 VAN Luxo T.A. 2.2 Diesel;2019
39;6183;Sprinter 415 VAN Luxo T.B. 2.2 Diesel;2019
39;6184;Sprinter 415 VAN Standard T.A. 2.2 Dies.;2019
39;6185;Sprinter 415 VAN Standard T.B. 2.2 Dies.;2019
39;6186;Sprinter 515 Chassi E. L. 2.2 Diesel;2019
39;6187;Sprinter 515 Chassi L. 2.2  Diesel;2019
39;6129;Sprinter 515 Furgão E.L.T. Alto 2.2 Die.;2019
39;6361;Sprinter 515 VAN 2.2 Diesel;2019
39;7399;VITO 111 CDI Furgão 1.6 TB Diesel 4p Mec;2019
39;7400;VITO TOURER 119 Comf.2.0 Flex 9Lug. Mec.;2017
39;7401;VITO TOURER 119 Luxo 2.0 Flex 8Lug. Mec.;2017
40;1695;Mystique GS 2.5 V6 Mec.;1995
40;1696;Sable LS 3.0 V6;1993
167;5310;550 1.8 16V Turbo 170cv Aut.;2012
167;5582;MG6 1.8 16V Turbo 170cv Aut.;2012
156;6868;COOPER 1.5 Turbo 12V 3p Aut.;2021
156;7162;COOPER 1.5 Turbo 12V 5p Aut.;2021
156;4892;COOPER 1.6 Aut.;2012
156;4893;COOPER 1.6 Mec.;2012
156;8526;COOPER CABRIO 1.5 Turbo 12V Aut.;2020
156;5074;COOPER CABRIO 1.6 Aut.;2012
156;5595;COOPER CABRIO John Works 1.6  Mec.;2012
156;6563;COOPER CABRIO John Works 1.6 Aut.;2014
156;8549;COOPER CABRIO John Works 2.0 Aut.;2021
156;5075;COOPER CABRIO S 1.6 Aut.;2015
156;7720;COOPER CABRIO S 2.0 16V Aut.;2022
156;6543;COOPER CABRIO S HIGHGATE 1.6 Aut.;2014
156;5731;COOPER Clubman 1.6 Aut.;2012
156;8926;COOPER Clubman John Work ALL4 2.0 Aut.;2022
156;6666;COOPER Country. John Works ALL4 1.6 Aut.;2016
156;7906;COOPER Countryman 1.5 Turbo Aut.;2022
156;5501;COOPER Countryman 1.6 Aut.;2014
156;5502;COOPER Countryman S 1.6 Aut.;2016
156;7907;COOPER Countryman S 2.0 Turbo Aut.;2020
156;5472;COOPER Countryman S ALL4 1.6 Aut.;2016
156;7908;COOPER Countryman S ALL4 2.0 Turbo Aut.;2020
156;5687;COOPER COUPE 1.6 Aut.;2012
156;6564;COOPER COUPE John Works 1.6 Aut.;2014
156;5688;COOPER COUPE S 1.6 Aut.;2014
156;6565;COOPER John Works 1.6 Aut.;2013
156;5473;COOPER John Works 1.6 Mec.;2013
156;9198;COOPER John Works GP3 2.0 Turbo 3p Aut.;2021
156;6492;COOPER PACEMAN S 1.6 16V 184cv Aut.;2015
156;6643;COOPER PACEMAN S ALL4 1.6 16V Aut.;2014
156;6701;COOPER PACEMAN S John Works ALL4 1.6 Aut;2016
156;6069;COOPER ROADSTER 1.6 Aut.;2012
156;6566;COOPER ROADSTER John Works 1.6 Aut.;2014
156;6070;COOPER ROADSTER S 1.6 Aut.;2015
156;4894;COOPER S 1.6 Aut.;2013
156;7123;COOPER S 2.0 Turbo 16V 3p Mec.;2015
156;6592;COOPER S BAYSWATER 1.6 Aut.;2013
156;4895;COOPER S Clubman 1.6 Aut.;2012
156;7431;COOPER S Clubman 2.0 Aut.;2019
156;7909;COOPER S SEVEN 2.0 TURBO 16V 3p Aut.;2018
156;8242;ONE 1.2 12V Turbo 2p Mec.;2015
156;5596;ONE 1.6  Mec.;2013
156;5732;ONE 1.6 Aut.;2013
41;1697;3000 GT SL 3.0;1994
41;1698;3000 GT VR-4;1998
41;4251;Airtrek 2.0 16V TB-IC 202cv 4x4 5p;2007
41;1699;Airtrek 2.4 16V 163cv/ 136cv 4x4 5p Aut.;2008
41;7288;ASX 2.0 16V  4x4 Aut.(By Armura-Blind.);2016
41;5424;ASX 2.0 16V 160cv Aut.;2017
41;5425;ASX 2.0 16V 160cv Mec.;2018
41;7310;ASX 2.0 16V 4x2 Aut.(By Amura-Blind.);2016
41;7979;ASX 2.0 16V 4x2 Flex Aut.;2019
41;5426;ASX 2.0 16V 4x4 160cv Aut.;2017
41;7980;ASX 2.0 16V 4x4 Flex Aut.;2019
41;8670;ASX GLS FWD 2.0 16V Flex Aut.;2022
41;8671;ASX HPE AWD 2.0 16V Flex Aut.;2020
41;8672;ASX HPE FWD 2.0 16V Flex Aut.;2020
41;8634;ASX HPE-S AWD Flex 2.0 16V Aut.;2020
41;7311;ASX O NEILL 2.0 16V 160cv Aut.;2016
41;7513;ASX OUTDOOR 2.0 4x2 16V 160cv Aut.;2016
41;7432;ASX OUTDOOR 2.0 4X4 16V 160 cv Mec.;2016
41;7514;ASX-S 2.0 16V 160cv Aut.;2016
41;1700;Colt GLXi;1997
41;1701;Colt GTi Mec;1997
41;1702;Diamant  LS 3.0 V6;1993
41;9140;Eclipse Cross HPE-S Outdoor 1.5 AWC Aut.;2020
41;9553;Eclipse Cross HPE-S Sport 1.5 16V Aut.;2022
41;1703;Eclipse GS/ GS Turbo Mec;1995
41;1704;Eclipse GST 2.0 16V Turbo;1999
41;1705;Eclipse GSX 2.0 V6 16V Turbo;1995
41;1706;Eclipse GT 3.0 V6 24V;2001
41;4192;Eclipse GT 3.8 V6 267cv;2011
41;1707;Expo LRV Sport 2.3 16V;1994
41;1708;Expo SP Van 2.3 16V;1997
41;1709;Galant 2.0;2000
41;1710;Galant 2.5 V6;2005
41;1711;Galant ES;1996
41;1712;Galant GS 2.0 V6;1996
41;1713;GRANDIS 2.4 16V 163cv 5p Aut.;2008
41;1714;L200 2.5 4x2 CD Turbo Diesel;1998
41;1715;L200 2.5 4x2 Turbo Diesel;1998
41;1716;L200 2.5 4x4 CD Turbo Diesel;1998
41;1717;L200 Evolution 3.2 4x4 TB Int. Diesel;2004
41;1718;L200 GL 2.5 4X4 CD Diesel;2012
41;1719;L200 GLS 2.5 4X4 CD Diesel;2007
41;1720;L200 GLS Sport 2.5 4x4 121cv CD DTI Dies;2007
41;1721;L200 HPE 2.5 8V 95cv/118cv TB-IC Diesel;2003
41;1722;L200 L 2.5 4X4 CD Turbo Diesel;2005
41;4122;L200 OUTDOOR GLS 2.5 4X4 CD TDI Diesel;2012
41;4124;L200 OUTDOOR HPE 2.5 4x4 CD T.Dies. Aut.;2010
41;4123;L200 OUTDOOR HPE 2.5 4x4 CD T.Dies. Mec.;2012
41;1723;L200 RI/ RII/ RIII CD 2.5 TB Int. Diesel;2005
41;1724;L200 Savana 2.5 4x4 121cv CD DTI  Dies.;2012
41;1725;L200 Sport 2.5 4x4 CD Turbo Diesel;2002
41;1726;L200 Sport HPE 2.5 4x4 CD DTI Dies. Aut.;2007
41;1727;L200 Sport HPE 2.5 4x4 CD DTI Dies. Mec.;2007
41;1728;L200 Sport RS 2.5 CD DTI (passeio) Dies.;2007
41;7487;L200 T. OUTDOOR 3.2 CD TB Int.Dies. Mec.;2017
41;7489;L200 T.OUTDOOR 3.2 CD TB Int. Dies. Aut.;2018
41;9142;L200 Tri. Out. HPE-S 2-4 CD 4X4 Die. Aut;2021
41;9144;L200 Tri. Outd. HPE 2.4 CD 4x4 Die. Aut.;2021
41;8783;L200 Tri. Sport Outd. GLX 2.4 4x4 Diesel;2020
41;9059;L200 Tri. Sport Outdoor 2.4 CD 4x4 Dies.;2020
41;7312;L200 Tri.HLS Chrome Ed. 2.4 CD Flex Mec.;2017
41;8321;L200 Triton GL 3.2 CD TB Int. Dies. Mec.;2018
41;5936;L200 Triton GLS 3.2 CD TB Int.Diesel Mec;2017
41;5937;L200 Triton GLX 3.2 CD TB Int.Diesel Mec;2018
41;6544;L200 Triton HLS 2.4 Flex 16V CD Mec.;2017
41;4478;L200 Triton HPE 3.2 CD TB Int.Diesel Aut;2017
41;4503;L200 Triton HPE 3.2 CD TB Int.Diesel Mec;2018
41;4479;L200 Triton HPE 3.5 CD V6 24V Flex Aut.;2017
41;7515;L200 Triton KTM 3.2 CD TB Int.Dies. Mec.;2016
41;9120;L200 Triton MotorSports HPE 2.4 Dies.;2021
41;7490;L200 Triton OUTDOOR 2.4 Flex 16V CD Mec.;2018
41;7740;L200 Triton S. HPE FTP 2.4 CD Dies. Aut.;2018
41;7488;L200 Triton Savana 3.2 CD TBI Dies. Aut.;2018
41;6240;L200 Triton Savana 3.2 CD TBI Dies. Mec.;2018
41;7230;L200 Triton Savanaoff 3.2 CD TBI Die.Mec;2016
41;7741;L200 Triton Sport GLS 2.4 CD Diesel Mec.;2018
41;8217;L200 Triton Sport GLX 2.4 CD Diesel Mec.;2020
41;5560;L200 Triton XB 3.2 CD TB Int.Diesel Mec.;2012
41;1729;L300 Base/DX/Canter 2.5 Diesel;2000
41;1730;L300 Top/Luxo 2.5 Diesel;1999
41;5733;Lancer 2.0 16V 160cv Aut.;2016
41;5734;Lancer 2.0 16V 160cv Mec.;2018
41;1731;Lancer Evol. 2.0 Turbo;1999
41;1732;Lancer Evol. VI 2.0 Turbo 4p;2001
41;7142;Lancer Evol. X J. Easton 2.0 16V TB Int.;2015
41;4143;Lancer Evolut. IX MR 2.0 290cv TB-IC;2007
41;1733;Lancer Evolut. VII/ VIII/ IX 2.0 280cv T;2007
41;5381;Lancer Evolution X 2.0 16V 295cv TB Int.;2015
41;1734;Lancer GLX;2000
41;5689;Lancer GT 2.0 16V 160cv Aut.;2018
41;6301;Lancer GT 2.0 16V 4X4 160cv Aut.;2015
41;7313;Lancer GT 2.0 16V Aut.(By Armura-Blind.);2016
41;1735;Lancer GTi Mec;1997
41;7263;Lancer HL 2.0 16V 160cv Aut.;2019
41;7314;Lancer HL 2.0 16V Aut.(By Armura-Blind.);2016
41;7264;Lancer HLE 2.0 16V 160cv Aut.;2018
41;7315;Lancer HLE 2.0 16V Aut.(By Armura-Blind);2016
41;7433;Lancer HL-T 2.0 16V 160cv Aut.;2019
41;1736;Lancer LS 1.8;1995
41;5690;Lancer Sport Ralliart 2.0 16V TB Int. 5p;2013
41;1737;Mirage ES;1994
41;1738;Mirage GS 16V/ GLSi1.6;1995
41;1739;Mirage LS;1994
41;1740;Montero 2.8 Diesel;1995
41;5503;OUTLANDER 2.0 16V 160cv Aut.;2018
41;10035;OUTLANDER 2.0 16V 4x4 Aut. (Híbrido);2015
41;7265;OUTLANDER 2.2 165cv Diesel Aut.;2018
41;4813;OUTLANDER 2.4 16V 170cv Aut.;2011
41;4411;OUTLANDER 3.0/ GT 3.0 V6 Aut.;2018
41;7981;OUTLANDER COMFORT 2.0 16V Aut.;2018
41;8673;OUTLANDER GLS 2.0 16V 5p Aut.;2019
41;8635;OUTLANDER HPE-S 2.2 Diesel 4x4 Aut.;2022
41;8591;OUTLANDER HPE-S 3.0 V6 4x4 5p Aut.;2022
41;9624;OUTLANDER HPE-S BLACK ED. 3.0 4x4 Aut.;2022
41;9595;OUTLANDER SP. HPE BL.ED 4x2 2.0 Flex Aut;2022
41;9596;OUTLANDER Sp. HPE BL.ED 4x4 2.0 Flex Aut;2022
41;9146;OUTLANDER Sport GLS 2.0 16V Flex Aut.;2022
41;7198;Pajero 3.2 4x4 T.I. Dies. 5p Aut;2016
41;4979;Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Aut.;2015
41;4980;Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Mec.;2015
41;6071;Pajero DAKAR HPE 3.2 4x4 T.I Dies 5p Aut;2015
41;5583;Pajero DAKAR/HPE 3.5 4x4 Flex 5p Aut.;2016
41;1741;Pajero Evolution 4x4 3.5 V6;1998
41;4802;Pajero Full GLS/GLS/PKHPE 3.2 Dies.TI 5p;2009
41;9485;Pajero Full Legend Ed.3.2 T.I. Die. Aut.;2021
41;1742;Pajero GLS 2.8 Diesel Turbo Aut.;2002
41;1743;Pajero GLS 2.8 Diesel Turbo Mec.;2002
41;1744;Pajero GLS 3.0 V6 2p Aut.;2000
41;1745;Pajero GLS 3.0 V6 2p Mec.;2002
41;1746;Pajero GLS 3.0 V6 4p Aut.;2002
41;1747;Pajero GLS 3.0 V6 4p Mec.;2000
41;1748;Pajero GLS 3.5 V6 2p Aut;2004
41;1749;Pajero GLS 3.5 V6 2p Mec.;2000
41;1750;Pajero GLS 3.5 V6 4p Aut.;2004
41;1751;Pajero GLS 3.5 V6 4p Mec.;2000
41;1752;Pajero GLS 3.5 V6 Top 2p Aut;2000
41;1753;Pajero GLS 3.5 V6 Top 4p Aut;2000
41;4333;Pajero GLS Full 3.8 V6 250cv 5p Aut.;2009
41;1754;Pajero GLS HPE/HPE Full 3.8 233cv 3p Aut;2007
41;1755;Pajero GLS HPE/HPE Full 3.8 233cv 5p Aut;2007
41;1757;Pajero GLX 2.8 Diesel 4p Mec;1998
41;1758;Pajero GLX 3.0 V6 4p Mec;1999
41;1759;Pajero GLZ 2.8 4x4 Turbo Diesel;1995
41;1760;Pajero GLZ 3.0 4x4 V6;1994
41;8219;Pajero HD-S 3.2 4x4 T.I. Diesel 5p Mec.;2018
41;7199;Pajero HPE 3.2 4x4 T.I. Dies. 5p Aut.;2018
41;7200;Pajero HPE 3.5 4x4 Flex 5p Aut.;2018
41;4803;Pajero HPE Full 3.2 4x4 T.I.Dies. 5p Aut;2020
41;3972;Pajero HPE Full 3.2 4x4 T.I.Dies.3p Aut.;2020
41;4334;Pajero HPE Full 3.8 V6 250cv 3p Aut.;2018
41;4335;Pajero HPE Full 3.8 V6 250cv 5p Aut.;2020
41;7358;Pajero HPE-S 3.2 4x4 T.I.Diesel 5p Aut.;2016
41;1761;Pajero iO Aut.;2002
41;1762;Pajero iO Mec.;2001
41;1763;Pajero iO SE 1.8 16V Aut.;2002
41;1764;Pajero iO SE 1.8 16V Mec.;2002
41;7621;Pajero OUTDOOR 3.2 4x4 T.I. Dies.5p Aut.;2018
41;1765;Pajero Sport 2.8 4x4 Diesel Aut.;2005
41;1766;Pajero Sport 2.8 4x4 Diesel Mec.;2003
41;1767;Pajero Sport 3.0 4x2 V6 Mec./Aut.;2003
41;1768;Pajero Sport 3.0 4x4 V6 Mec./Aut.;2006
41;4981;Pajero Sport 3.5 V6 Flex 4x4 Aut.;2011
41;4065;Pajero Sport HPE 2.5 4x4 Diesel Aut.;2011
41;4066;Pajero Sport HPE 2.5 4x4 Diesel Mec.;2011
41;3973;Pajero Sport HPE 3.5 4x4 200cv Aut.;2009
41;1769;Pajero Sport SE 3.0 4x2 V6 177cv Aut.;2003
41;1770;Pajero Sport SE/ HPE 2.8 4x4 Diesel Aut.;2007
41;1771;Pajero Sport SE/ HPE 3.0 4x4 177cv Aut.;2006
41;1774;Pajero TR4 2.0 Blind. 16V 131cv 4x4 Aut.;2009
41;1775;Pajero TR4 2.0 Blind. 16V 131cv 4x4 Mec.;2007
41;5735;Pajero TR4 2.0 Flex 16V 4X2 Aut.;2015
41;5736;Pajero TR4 2.0 Flex 16V 4X2 Mec.;2015
41;1772;Pajero TR4 2.0/ 2.0 Flex 16V 4x4 Aut.;2015
41;1773;Pajero TR4 2.0/ 2.0 Flex 16V 4x4 Mec.;2015
41;4642;Pajero TR4 GLS 2.0 Flex 16V 4x4 Mec.;2012
41;1776;Space Wagon GLS 2.0;1995
41;1777;Space Wagon GLS 2.4;1995
41;1778;Space Wagon GLXi 2.4 (Nova Série);2004
41;1779;Space Wagon/ GLXi 2.4;1999
42;1780;Picape BG-Truck CD Turbo Diesel;1997
43;1781;350Z 3.5 V6 280cv/ 312cv 2p;2009
43;1782;Altima GXE 2.4 16V;1994
43;1783;Altima SE 2.4 16V;1995
43;6644;ALTIMA SL 2.5 16V 4p Aut.;2014
43;1784;AX 6.5D Turbo Diesel;1996
43;1785;D-21 Pick-Up CD 4x2/4x4 2.7 Diesel;1997
43;1786;D-21 Pick-Up CS 4x2/4x4 2.7 Diesel;1997
43;1787;Frontier AX 3.2 CD Diesel;2000
43;1788;Frontier AX CD 4x4 2.5 TB Interc. Diesel;2002
43;1789;Frontier DX 3.2 CD Diesel;1999
43;5626;Frontier LE ATTACK CD 4x4 2.5 TB Die.Aut;2013
43;7887;Frontier LE CD 4x4 2.3 Bi-TB Diesel Aut.;2022
43;4262;Frontier LE CD 4x4 2.5 TB dies.(Import.);2007
43;4775;Frontier LE CD 4x4 2.5 TB Diesel Aut.;2013
43;4776;Frontier LE CD 4x4 2.5 TB Diesel Mec.;2013
43;6756;Frontier PLATINUM CD 4x4 2.5 TB Diesel;2014
43;6394;Frontier S CD 4x2 2.5 TB Diesel;2015
43;6395;Frontier S CD 4x4 2.5 TB Diesel;2016
43;5627;Frontier SE ATTACK CD 4x2 2.5 TB Diesel;2013
43;5628;Frontier SE ATTACK CD 4x4 2.5 TB Diesel;2013
43;1790;Frontier SE Serrana CD 4x4 2.8 TB Dies;2007
43;4408;Frontier SE Vibe CD 2.8 TDI Dies.;2007
43;1792;Frontier SE/ SE ONE CD 4x2 2.8 TDI Dies;2007
43;4777;Frontier SE/SE Strik CD 4x2 2.5 TB Dies.;2012
43;4778;Frontier SE/SE Strik CD 4x4 2.5 TB Dies.;2012
43;1791;Frontier SE/SE Strik/ONE CD 4x4 2.8 Dies;2008
43;4519;Frontier SEL CD 4x4 2.5 TB Diesel;2008
43;4520;Frontier SEL CD 4x4 2.5 TB Diesel Aut.;2008
43;6241;Frontier SL CD 4x4 2.5TB Diesel Aut;2016
43;6967;Frontier SV AT. CD 4x4 2.5 TB Dies. Aut.;2016
43;6243;Frontier SV AT.CD 4x4 2.5 TB Diesel Mec.;2016
43;6242;Frontier SV ATTACK CD 4x2 2.5 TB Diesel;2015
43;5135;Frontier XE  CD 4x4 2.5 TB Diesel;2013
43;1793;Frontier XE ATTACK CD 2.8 TDI Diesel;2008
43;4779;Frontier XE CD 4x2 2.5 TB Diesel;2013
43;1794;Frontier XE CS 4x2 2.8 TB Interc. Dies.;2007
43;1795;Frontier XE/ XE TIT. CD 4x2 2.8 TDI Dies;2007
43;1796;Frontier XE/ XE TIT. CD 4x4 2.8 TDI Dies;2008
43;9632;Frontier X-GEAR CD 4x4 2.3 Bi-TB Die.Aut;2022
43;7805;GT-R 3.8 V6 BiTurbo Aut.;2019
43;1797;Infinit 3.0;1992
43;9334;KICKS Active S 1.6 16V Flex Aut.;2022
43;7669;KICKS Rio 2016 1.6 16V FlexStar 5p Aut.;2017
43;8020;KICKS S 1.6 16V Flex 5p Aut.;2021
43;7982;KICKS S 1.6 16V FlexStar 5p Mec.;2021
43;9594;KICKS S Direct 1.6 16V Flex 5p Aut.;2020
43;7670;KICKS SL 1.6 16V FlexStar 5p Aut.;2021
43;8867;KICKS Special Ed. 1.6 16V Flex 5p Aut.;2020
43;8927;KICKS Special Ed.1.6 16V Flex 5p Mec.;2020
43;7983;KICKS SV 1.6 16V FlexStar 5p Aut.;2021
43;7839;KICKS SV Limited 1.6 16V Flex 5p Aut.;2017
43;8637;KICKS UCL 1.6 16V Flex 5p Aut.;2021
43;1798;King-Cab SE 4x4 3.0 V6;1995
43;4864;LIVINA 1.6 16V Flex Fuel 5p;2014
43;4866;LIVINA 1.8 16V Flex Fuel Aut.;2010
43;4982;LIVINA GRAND 1.8 16V Flex Fuel Aut.;2010
43;4983;LIVINA GRAND 1.8 16V Flex Fuel Mec.;2010
43;5253;LIVINA GRAND S 1.8 16V Flex Fuel Aut.;2011
43;5254;LIVINA GRAND S 1.8 16V Flex Fuel Mec.;2014
43;4984;LIVINA GRAND SL 1.8 16V Flex Fuel Aut.;2014
43;4985;LIVINA GRAND SL 1.8 16V Flex Fuel Mec;2010
43;5474;LIVINA NIGHT&DAY 1.6 16V Flex Fuel Mec.;2012
43;5255;LIVINA S 1.6 16V Flex Fuel Mec.;2014
43;5256;LIVINA S 1.8 16V Flex Fuel Aut.;2014
43;4865;LIVINA SL 1.6 16V Flex Fuel 5p;2012
43;4867;LIVINA SL 1.8 16V Flex Fuel Aut.;2013
43;5036;LIVINA X-GEAR 1.6 16V Flex Fuel Mec.;2010
43;5257;LIVINA X-GEAR S 1.6 16V Flex Fuel;2011
43;5037;LIVINA X-GEAR SL 1.6 16V Flex Fuel Mec.;2012
43;5038;LIVINA X-GEAR SL/X-GEAR 1.8 Flex F. Aut.;2014
43;7266;MARCH 1.0 12V Flex 5p;2016
43;7622;MARCH 1.0 12V FlexStart 5p;2017
43;5643;MARCH 1.0 16V Flex Fuel 5p;2015
43;6302;MARCH Rio2016 1.0 Flex Fuel 5p;2013
43;6303;MARCH Rio2016 1.6 Flex Fuel 5p;2016
43;7164;MARCH S 1.0 12V Flex 5p;2019
43;5644;MARCH S 1.0 16V Flex Fuel 5p;2015
43;5691;MARCH S 1.6 16V Flex Fuel 5p;2016
43;7709;MARCH S 1.6 16V FlexStart 5p;2018
43;6841;MARCH SL 1.6 16V Flex Fuel 5p;2016
43;7623;MARCH SL 1.6 16V FlexStart 5p Aut.;2020
43;7624;MARCH SL 1.6 16V FlexStart 5p Mec.;2017
43;5693;MARCH SR 1.6 16V Flex Fuel 5p;2014
43;7165;MARCH SV 1.0 12V Flex 5p;2020
43;6842;MARCH SV 1.0 16V Flex Fuel 5p;2015
43;5692;MARCH SV 1.6 16V Flex Fuel;2016
43;7625;MARCH SV 1.6 16V FlexStart 5p Aut.;2020
43;7626;MARCH SV 1.6 16V FlexStart 5p Mec.;2020
43;1799;Maxima 30G/ GLE 3.0 V6 24V;2000
43;1800;Maxima 30GV  Limited 3.0 V6 24V;2002
43;1801;Maxima 30GV/30GV Aero/ GV 3.0 V6 24V;2002
43;1802;Maxima 30J;1997
43;1803;Maxima GXE 3.0;1995
43;1804;Maxima SE 3.0 V6;1994
43;1805;Micra 1.0;1995
43;4193;MURANO SE 3.5 V6 24V 231cv Aut;2009
43;1806;NX 2000;1994
43;1807;NX 2000 Targa 2.0;1993
43;1808;Pathfinder LE 2.5 16V TDI Diesel Aut;2009
43;1809;Pathfinder LE 4.0 V6 24V 266cv Aut;2008
43;4577;Pathfinder SE 2.5 16V TDI Diesel Aut.;2009
43;1810;Pathfinder SE 3.3 V6 12V;2001
43;4578;Pathfinder SE 4.0 V6 24V 266cv Aut.;2008
43;1811;Pathfinder SE 4x4 3.0 12V Aut./Mec.;1996
43;1812;Pathfinder SE Luxo 3.3 V6 12V;2001
43;1813;Pathfinder SE Luxo 3.5 V6 24V 243cv;2005
43;1814;Pathfinder SE Titanium 3.3 V6 12V;2000
43;1815;Pathfinder XE 2.7 TB Diesel;1996
43;1816;Pathfinder XE 4x4;1995
43;1817;Pick-Up CD AX/ DX 4x4 Diesel;1998
43;1818;Pick-Up CS DX 4x4 Diesel;1997
43;1819;Pick-Up King Cab DX 2.7 4x2 Diesel;1995
43;1820;Primera GXE 2.0 16V;2000
43;1821;Quest GXE/ GLE/ SER;1996
43;1822;Quest XE 3.0 V6;1995
43;4294;Sentra 2.0/ 2.0 Flex Fuel 16V Aut.;2013
43;4295;Sentra 2.0/ 2.0 Flex Fuel 16V Mec.;2013
43;1823;Sentra GLE;1995
43;1824;Sentra GSX/ EX;1996
43;1825;Sentra GXE/ SER;2007
43;7595;Sentra S 2.0 FlexStart 16V Aut.;2020
43;4296;Sentra S 2.0/ 2.0 Flex Fuel 16V Aut.;2013
43;4297;Sentra S 2.0/ 2.0 Flex Fuel 16V Mec.;2016
43;6212;Sentra SE 2.0 Flex 16V Aut.;2013
43;7596;Sentra SL 2.0 FlexStart 16V Aut.;2020
43;4298;Sentra SL 2.0/ 2.0 Flex Fuel 16V Aut.;2016
43;5645;Sentra SR 2.0 Flex Fuel 16V Aut.;2012
43;5646;Sentra SR 2.0 Flex Fuel 16V Mec.;2012
43;6616;Sentra SV 2.0 FlexStart 16V Aut.;2020
43;5647;Sentra UNIQUE 2.0 Flex Fuel 16V Aut.;2016
43;1826;Stanza XE 2.4 12V;1993
43;1827;SX 240 2.4;1993
43;1828;Terrano II SE 2.7 Diesel;1997
43;1829;Terrano II SLX 2.7 Diesel;1997
43;4404;TIIDA S 1.8/1.8 Flex 16V  Mec.;2013
43;4405;TIIDA S 1.8/1.8 Flex 16V Aut.;2009
43;5311;TIIDA Sedan 1.8 16V Flex Fuel 4p;2013
43;6188;TIIDA Sedan 1.8 16V Flex Fuel 4p Aut.;2013
43;4406;TIIDA SL 1.8/1.8 Flex 16V  Mec.;2013
43;4407;TIIDA SL 1.8/1.8 Flex 16V Aut.;2013
43;7166;VERSA 1.0 12V FlexStart 4p Mec.;2020
43;7167;VERSA S 1.0 12V FlexStart 4p Mec.;2018
43;5708;VERSA S 1.6 16V Flex Fuel 4p Mec.;2014
43;7627;VERSA S 1.6 16V FlexStart 4p Mec.;2020
43;5709;VERSA SL 1.6 16V Flex Fuel 4p Mec.;2016
43;7628;VERSA SL 1.6 16V FlexStart 4p Aut.;2020
43;7629;VERSA SL 1.6 16V FlexStart 4p Mec.;2019
43;9598;VERSA SL Direct 1.6 16V Flex  Aut. ;2020
43;9060;VERSA Special Ed. 1.6 16V FlexStart Aut.;2020
43;5710;VERSA SV 1.6 16V Flex Fuel 4p Mec.;2016
43;7630;VERSA SV 1.6 16V FlexStart 4p Aut.;2020
43;7631;VERSA SV 1.6 16V FlexStart 4p Mec.;2020
43;7168;VERSA UNIQUE 1.6 16V Flex 4p Mec.;2016
43;7632;VERSA UNIQUE 1.6 16V FlexStart 4p Aut.;2018
43;9168;VERSA V-DRIVE 1.0  12V Flex Mec.;2021
43;9169;VERSA V-DRIVE 1.6 16V Flex Mec.;2021
43;9170;VERSA V-DRIVE Esp.Ed. 1.6 16v Flex Aut.;2021
43;9171;VERSA V-DRIVE PLUS 1.6 16V Flex Aut.;2021
43;9172;VERSA V-DRIVE Premium 1.6 16v Flex Aut.;2021
43;4120;XTerra ECOTRIP 4x4 140cv 2.8 TB Int.Dies;2007
43;1830;XTerra SE 4x4 2.8 132/140cv TB Int.Dies.;2008
